path_x,path_y
7.3539503374171264,8.129106664258817
7.367810791958406,8.029526526824313
7.385070914765093,8.017953249555346
7.402441939040119,8.00702875267734
7.419922445367664,7.996746408924754
7.437511014331913,7.987099591032033
7.455206226517047,7.9780816717336345
7.473006662507254,7.969686023764006
7.4909109028867045,7.961906019857603
7.508917528239593,7.95473503274887
7.527025119150095,7.948166435172263
7.545232256202394,7.942193599862236
7.5635375199806765,7.936809899553233
7.581939491069121,7.932008706979709
7.6004367500519106,7.9277833948761165
7.619027877513228,7.924127335976908
7.637711454037259,7.921033903016529
7.656486060208177,7.918496468729435
7.675350276610175,7.916508405850076
7.69430268382743,7.915063087112904
7.713341862444123,7.9141538852523725
7.732466393044443,7.913774173002927
7.751674856212565,7.913917323099025
7.770965832532675,7.914576708275114
7.790337902588956,7.915745701265647
7.809789646965591,7.917417674805074
7.82931964624676,7.919586001627846
7.848926481016647,7.9222440544684165
7.868608731859432,7.925385206061233
7.888364979359302,7.929002829140755
7.908193804100441,7.933090296441425
7.928093786667021,7.937640980697697
7.948063507643233,7.9426482546440225
7.968101547613258,7.9481054910148545
7.988206487161281,7.954006062544643
8.008376906871476,7.960343341967839
8.028611387328034,7.967110702018893
8.048908509115133,7.9743015154322565
8.069266852816956,7.981909154942384
8.089684999017694,7.9899269932837225
8.110161528301512,7.998348403190724
8.130695021252606,8.007166757397846
8.151284058455156,8.016375428639531
8.171927220493345,8.025967789650235
8.192623087951352,8.03593721316441
8.21337024141336,8.046277071916501
8.23416726146355,8.056980738640968
8.255012728686113,8.06804158607226
8.275905223665225,8.079452986944824
8.296843326985067,8.091208313993112
8.317825619229824,8.103300939951577
8.338850680983676,8.115724237554675
8.359917092830813,8.12847157953685
8.381023435355408,8.14153633863256
8.402168289141649,8.154911887576247
8.423350234773716,8.168591599102369
8.44456785283579,8.18256884594538
8.46581972391206,8.196837000839725
8.487104428586704,8.211389436519857
8.508420547443905,8.226219525720223
8.529766661067843,8.241320641175287
8.551141350042707,8.256686155619489
8.572543194952674,8.272309441787288
8.593970776381923,8.288183872413127
8.615422674914646,8.304302820231461
8.636897471135018,8.320659657976744
8.658393745627226,8.337247758383427
8.679910078975452,8.354060494185955
8.701445051763875,8.371091238118785
8.722997244576682,8.388333362916368
8.744565237998051,8.405780241313154
8.766147612612166,8.423425246043596
8.78774294900321,8.441261749842141
8.80934982775537,8.459283125443244
8.830966829452818,8.477482745581357
8.852592534679747,8.49585398299093
8.87422552402033,8.514390210406413
8.89586437805876,8.533084800562257
8.917507677379213,8.551931126192919
8.939154002565871,8.570922560032841
8.960801934202916,8.590052474816483
8.982450052874535,8.60931424327829
9.004096939164906,8.628701238152718
9.025741173658215,8.648206832174216
9.047381336938644,8.667824398077235
9.069016009590372,8.687547308596226
9.090643772197584,8.707368936465642
9.112263205344464,8.727282654419934
9.133872889615192,8.747281835193553
9.155471405593948,8.767359851520949
9.177057333864921,8.787510076136574
9.198629255012287,8.80772588177488
9.220185749620232,8.82800064117032
9.24172539827294,8.848327727057342
9.263246781554592,8.868700512170397
9.284748480049371,8.88911236924394
9.306229074341458,8.909556671012421
9.327687145015036,8.930026790210288
9.349121272654283,8.950516099571994
9.370530037843388,8.971017971831994
9.391912021166531,8.991525779724734
9.413265803207898,9.012032895984667
9.434589964551666,9.03253269334625
9.455883085782022,9.053018544543926
9.477143747483144,9.073483822312149
9.49837053023922,9.093921899385371
9.519562014634424,9.114326148498044
9.540716781252947,9.134689942384618
9.561833410678968,9.155006653779548
9.582910483496669,9.175269655417276
9.603946580290234,9.195472320032263
9.624940281643841,9.215608020358959
9.64589016814168,9.235670129131808
9.66679482036793,9.25565201908527
9.687652818906772,9.275547062953791
9.70846274434239,9.295348633471825
9.729223177258964,9.315050103373824
9.74993269824068,9.334644845394235
9.770589887871717,9.354126232267511
9.791193326736263,9.373487636728106
9.811741595418493,9.392722431510467
9.8322332745026,9.411823989349054
9.852666944572753,9.430785682978305
9.873041186213142,9.44960088513268
9.893354580007951,9.46826296854663
9.913605706541357,9.486765305954608
9.933793146397548,9.505101270091059
9.953915480160706,9.523264233690437
9.97397128841501,9.541247569487194
9.993959151744644,9.559044650215782
10.01387765073379,9.576648848610652
10.033725365966632,9.594053537406252
10.053500878027354,9.61125208933704
10.073202767500133,9.628237877137462
10.092829614969155,9.645004273541968
10.112380001018602,9.661544651285013
10.131852506232658,9.67785238310105
10.1512457111955,9.693920841724527
10.17055819649132,9.709743399889895
10.189788542704294,9.725313430331607
10.208935330418605,9.74062430578411
10.22799714021843,9.755669398981865
10.24697255268796,9.770442082659313
10.26586014841138,9.78493572955091
10.28465850797286,9.799144318124096
10.303366211956593,9.813069040718403
10.321981840946759,9.826715826891155
10.34050397552754,9.840090688972463
10.35893119628312,9.853199639292454
10.377262083797675,9.866048690181247
10.395495218655395,9.878643853968962
10.413629181440463,9.890991142985717
10.431662552737052,9.903096569561638
10.449593913129352,9.91496614602684
10.467421843201546,9.926605884711446
10.485144923537808,9.938021797945575
10.502761734722338,9.949219898059354
10.520270857339298,9.960206197382892
10.537670871972887,9.97098670824632
10.554960359207277,9.98156744297975
10.572137899626652,9.991954413913309
10.589202073815198,10.002153633377116
10.606151462357097,10.012171113701287
10.62298464583653,10.022012867215945
10.63970020483768,10.031684906251215
10.656296719944727,10.041193243137212
10.672772771741856,10.050543890204056
10.689126940813251,10.05974285978187
10.705357807743095,10.068796164200776
10.721463953115567,10.077709815790895
10.737443957514847,10.086489826882339
10.753296401525125,10.095142209805237
10.769019865730574,10.103672976889705
10.784612930715387,10.112088140465865
10.80007417706374,10.120393712863837
10.815402185359817,10.128595706413744
10.830595536187804,10.136700133445704
10.845652810131876,10.144713006289836
10.860572587776218,10.152640337276264
10.875353449705017,10.160488138735106
10.889993976502451,10.168262422996484
10.904492748752704,10.175969202390515
10.918848347039956,10.183614489247324
10.933059351948396,10.19120429589703
10.947124344062203,10.198744634669753
10.961041903965558,10.20624151789561
10.974810612242642,10.213700957904727
10.98842904947764,10.221128967027221
11.001895796254734,10.228531557593215
11.015209433158109,10.23591474193283
11.028368540771943,10.243284532376181
11.041371699680425,10.25064694125339
11.054217490467726,10.258007980894584
11.066904493718038,10.26537366362988
11.079431290015544,10.272750001789394
11.091796459944419,10.280143007703247
11.103998584088856,10.287558693701566
11.116036243033026,10.295003072114467
11.12790801736112,10.30248215527207
11.139612487657313,10.310001955504498
11.151148234505799,10.317568485141868
11.162513838490748,10.325187756514305
11.173707880196352,10.332865781951922
11.184728940206785,10.340608573784847
11.195575599106236,10.348422144343198
11.206246437478885,10.356312505957096
11.216740035908915,10.36428567095666
11.227054974980508,10.372347651672008
11.237189835277848,10.380504460433265
11.247143197385114,10.388762109570548
11.256913641886491,10.397126611413983
11.266499749366162,10.405603978293682
11.27590010040831,10.414200222539774
11.285113275597112,10.422921356482373
11.294137855516755,10.431773392451603
11.302972420751423,10.440762342777582
11.311615551885296,10.449894219790433
11.320065829502557,10.45917503582028
11.32832183418739,10.468610803197233
11.336382146523976,10.478207534251418
11.344245347096496,10.487971241312957
11.351910016489132,10.497907936711968
11.359374735286071,10.508023618854647
11.366638084071491,10.51832222765522
11.373698643429577,10.528803486474773
11.380554993944513,10.539466602240324
11.387205716200475,10.550310781878903
11.393649390781654,10.561335232317525
11.399884598272225,10.572539160483222
11.405909919256377,10.583921773303015
11.411723934318289,10.59548227770393
11.417325224042138,10.607219880612991
11.422712369012116,10.619133788957223
11.4278839498124,10.631223209663649
11.432838547027178,10.643487349659292
11.437574741240628,10.655925415871181
11.442091113036929,10.668536615226332
11.446386243000267,10.68132015465178
11.450458711714832,10.694275241074545
11.454307099764792,10.707401081421647
11.45792998773434,10.720696882620116
11.461325956207656,10.734161851596973
11.46449358576892,10.747795195279243
11.46743145700232,10.761596120593955
11.47013815049203,10.775563834468127
11.472612246822239,10.789697543828783
11.474852326577127,10.803996455602956
11.476856970340881,10.818459776717658
11.478624758697679,10.833086714099922
11.4801542722317,10.847876474676772
11.48144409152713,10.862828265375231
11.482492797168158,10.87794129312232
11.483298969738957,10.893214764845071
11.483861189823715,10.908647887470497
11.484178038006611,10.924239867925632
11.484248094871829,10.939989913137499
11.48406994100355,10.95589723003312
11.483642156985958,10.97196102553952
11.482963323403242,10.988180506583717
11.48203202083957,11.004554880092746
11.480846829879134,11.021083352993633
11.479406331108292,11.037765132211685
11.47770966030599,11.054598989122214
11.475758069905428,11.071582034579825
11.47355331668366,11.088710983780077
11.471097157417745,11.105982551918533
11.468391348884737,11.12339345419074
11.465437647861696,11.140940405792264
11.462237811125677,11.158620121918656
11.458793595453741,11.176429317765477
11.455106757622945,11.194364708528285
11.45117905441034,11.21242300940264
11.447012242592981,11.230600935584093
11.442608078947934,11.248895202268198
11.437968320252255,11.267302524650521
11.433094723282995,11.285819617926617
11.427989044817213,11.304443197292041
11.422653041631971,11.323169977942351
11.417088470504318,11.341996675073103
11.411297088211318,11.360920003879858
11.405280651530024,11.37993667955817
11.399040917237492,11.399043417303599
11.392579642110787,11.4182369323117
11.385898582926954,11.43751393977803
11.378999496463061,11.456871154898147
11.371884139496157,11.47630529286761
11.364554268803301,11.495813068881972
11.357011641161554,11.515391198136797
11.349258013347967,11.535036395827635
11.341295142139604,11.554745377150049
11.333124784313519,11.57451485729959
11.324748696646765,11.594341551471821
11.316168635916403,11.614222174862295
11.307386358899489,11.634153442666577
11.298403622373078,11.654132070080214
11.289222183114232,11.674154772298769
11.279843797900003,11.694218264517797
11.270270223507449,11.714319261932863
11.260503216713634,11.734454479739512
11.250544534295605,11.754620633133305
11.24039593303042,11.7748144373098
11.230059169695142,11.795032607464565
11.219536001066826,11.815271858793139
11.208828183922527,11.83552890649109
11.197937475039303,11.855800465753976
11.18686563119421,11.876083251777347
11.175614409164307,11.896373979756767
11.164185565726653,11.91666936488779
11.1525808576583,11.936966122365975
11.140802041736308,11.957260967386881
11.12885087473773,11.977550615146058
11.116729113439627,11.997831780839075
11.104438514619055,12.018101179661478
11.091980835053075,12.038355526808827
11.079357831518733,12.05859153747668
11.066571260793097,12.0788059268606
11.053622879653219,12.098995410156135
11.040514444876159,12.119156702558849
11.02724771323897,12.139286519264296
11.013824441518713,12.159381575468032
11.000246386492444,12.179438586365618
10.986515304937212,12.199454267152614
10.972632953630086,12.219425333024567
10.958601089348122,12.239348499177042
10.944421468868365,12.259220480805594
10.930095848967886,12.279037993105781
10.91562598642373,12.29879775127316
10.901013638012966,12.31849647050329
10.886260560512644,12.33813086599172
10.87136851069982,12.35769765293402
10.856339245351553,12.377193546525733
10.8411745212449,12.396615261962433
10.825876095156918,12.415959514439665
