imu_ax, imu_ay, kf_ax, kf_ay, kf_vx, kf_w, kf_x, kf_y, stamp, 
-0.06040108493961448, -0.02167498693454563, -0.020122275299446872, 1.4490705691608133e-11, -0.0006747723269764737, -2.1474955495786596e-08, -1.9999155919235851, -0.5000010098037059, 163811000000, 
-0.029319174940110757, 0.020796550300505177, -0.023457877330146593, 9.64647393516547e-09, -0.0018513176255151424, -5.210599090191922e-06, -1.9998947360719184, -0.5000010096947953, 163911000000, 
-0.06954898391594246, 0.004678479330897777, -0.04046039731581598, 4.960011803501985e-08, -0.007574041311603576, -6.548699167910732e-06, -1.9995007720922426, -0.5000010078536741, 164011000000, 
-0.06865329456233796, -0.022596945733202454, -0.05091950639890863, -4.933394300892992e-07, -0.00792552785922331, 6.224688611941183e-05, -1.9992726988812228, -0.5000010142946495, 164106000000, 
-0.07270830644313671, 0.010268680385319657, -0.05901220567067984, -5.32360722688887e-08, -0.008436017879487164, 6.310568923560056e-06, -1.9990814076078571, -0.500001009789358, 164206000000, 
-0.07202751882558239, -0.01652994877090308, -0.063721113556166, -5.233203710972908e-07, -0.008990731662632222, 5.8206649996278276e-05, -1.9989340407032579, -0.5000010209448098, 164311000000, 
-0.040288119591830915, 0.011601018393201481, -0.05425694166709198, 4.584029372553895e-08, -0.00876055772842526, -5.232577096866971e-06, -1.9989139192025467, -0.5000010130604071, 164411000000, 
-0.035020493068506534, 0.006009958817730844, -0.04645076283466592, 1.9382976435554663e-07, -0.008153218612346705, -2.3773404537690602e-05, -1.9989517912298966, -0.500001010601977, 164511000000, 
-0.024543238363190212, -0.015577439231237352, -0.037636652867169856, -2.543281665965572e-07, -0.007254085550070504, 3.505998996580421e-05, -1.9990314623354113, -0.50000102313503, 164611000000, 
-0.052427469247086154, 0.0062579072414428345, -0.04313866216596414, -2.5369807332274627e-08, -0.0070135281000947396, 3.6172675107599454e-06, -1.9990439656484174, -0.500001019840619, 164711000000, 
-0.05295369108354892, -0.019282788987436215, -0.04669829031639709, -3.895851341463864e-07, -0.00708674847302231, 5.497374933362616e-05, -1.9990298013247478, -0.5000010303765191, 164811000000, 
-0.04680746506099695, 0.004866122105989159, -0.04647229799931521, -1.4269183725554458e-07, -0.00712718706515852, 2.0020779018569353e-05, -1.9990225520402662, -0.5000010279671724, 164911000000, 
-0.038138893978221636, 0.0011424154757617643, -0.04296150173730659, -6.249099688355057e-08, -0.006945625421937512, 8.99717348507954e-06, -1.9990392827006522, -0.5000010287266776, 165011000000, 
-0.05731614269814282, -0.0014113544494631309, -0.0482892904426293, -6.63039150614847e-08, -0.007135935447584779, 9.291551969395386e-06, -1.9990176176824004, -0.5000010301069726, 165111000000, 
-0.05711635827502724, -0.0060982871275968575, -0.05144951750278399, -1.6874975222695946e-07, -0.007457662427883755, 2.262770055078039e-05, -1.9989852852413452, -0.5000010331413401, 165211000000, 
-0.06873507871586193, 0.006869707572416492, -0.057886496235638574, 5.009478978224983e-08, -0.008028039709145889, -6.239977827361727e-06, -1.9989266046909, -0.5000010288729035, 165311000000, 
-0.06962130176913948, -0.023560747775853413, -0.062136517471946234, -6.046325121447427e-07, -0.008637307609279898, 7.000242893921334e-05, -1.998864713312509, -0.5000010417036174, 165411000000, 
-0.08714455146601506, 0.02815413044899973, -0.07152607038659069, 5.002256612677874e-07, -0.00956863934215027, -5.2277616846135234e-05, -1.9987708094766332, -0.5000010214529416, 165511000000, 
-0.06462645921014765, -0.008669538956537385, -0.06846041156116058, -4.812923414461707e-09, -0.009974376478806024, 4.825287500114328e-07, -1.9987299368924236, -0.5000010282964521, 165611000000, 
