imu_ax, imu_ay, kf_ax, kf_ay, kf_vx, kf_w, kf_x, kf_y, stamp, 
-0.07277138617219257, -0.002595629874470133, -0.02424338326250548, 1.6474691648492943e-11, -0.0008137293665248074, -2.0245910159112703e-08, -1.9999195329167936, -0.5000009971160869, 40905000000, 
-0.047158902303109165, 0.019650130396269828, -0.03247576090746755, 2.5164354577683815e-08, -0.004242387130928092, -5.931649753090472e-06, -1.9997543696146278, -0.5000009968222288, 41005000000, 
-0.05297124131312447, 0.02209355659902001, -0.03982293129235966, 2.8948736855223903e-07, -0.0073288367972570555, -3.9499770094564624e-05, -1.9997251321419036, -0.5000009939405099, 41105000000, 
-0.06231722176699665, -0.000995821354039981, -0.04815374817330899, 1.605458083927895e-07, -0.007500054026612461, -2.1405953586884094e-05, -1.9996055187688693, -0.500000992119725, 41205000000, 
-0.03876824134477376, 0.004257798691219627, -0.04421245555122839, 1.8445362732545247e-07, -0.007226127939746873, -2.5525928804951906e-05, -1.9995535891929248, -0.5000009888636479, 41305000000, 
-0.04106249137302033, -0.00164336419896724, -0.042715175381651316, 7.657464812969038e-08, -0.0069803173530578995, -1.097008119496816e-05, -1.9995333417915009, -0.500000988565667, 41405000000, 
-0.049680567159078606, -0.01923553710796776, -0.04516327244290884, -3.187455298286031e-07, -0.0069783817217454166, 4.567613847138176e-05, -1.999506593858119, -0.5000009968669288, 41505000000, 
-0.056244314908839556, 0.01936998500052682, -0.049209434034516095, 1.7995798903785739e-07, -0.007216926218633189, -2.49355450764106e-05, -1.9994646702222962, -0.5000009868258564, 41605000000, 
-0.055472924408585526, -0.011330001254302736, -0.05136825402800993, -1.251799118660975e-07, -0.00749832846621074, 1.669437561053615e-05, -1.9994254212511315, -0.50000099301084, 41705000000, 
-0.05836846331517969, 0.04430106151868985, -0.053802269036302953, 9.34733377606559e-07, -0.007820500084578267, -0.00011952347899718308, -1.999386479797452, -0.500000969474019, 41805000000, 
-0.022443133177491248, 0.006623743109333351, -0.041302212057482655, 6.776117144655015e-07, -0.00727744863238667, -9.311116418602268e-05, -1.9994373245197326, -0.5000009657288631, 41905000000, 
-0.042841819568242547, -0.023459900811190953, -0.04164058864445601, -6.846993250484106e-08, -0.006948604997907052, 9.853766694964598e-06, -1.9994681143658926, -0.500000975430776, 42005000000, 
-0.07569955609485488, -0.00769668732218036, -0.05463643944759172, -2.0174878722874036e-07, -0.007509857409526442, 2.6864529674400605e-05, -1.9994091551355524, -0.5000009767415641, 42105000000, 
-0.08567668909804589, -0.010476678907689397, -0.06641452048848755, -4.0381170947037647e-07, -0.008579678025994674, 4.706606800941823e-05, -1.9993015209645923, -0.5000009826623004, 42205000000, 
-0.04015961996753056, -0.017327799996192307, -0.05585435219380615, -7.466752953807037e-07, -0.008611860232588286, 8.670313674567046e-05, -1.9992956544356317, -0.5000009937557551, 42305000000, 
-0.042290071133423666, -0.003999179486184288, -0.0502539315202879, -5.494596496564329e-07, -0.008291397325183414, 6.62686430413318e-05, -1.9993272740308328, -0.5000009966552007, 42405000000, 
-0.07043623889699559, -0.010064882233783181, -0.05780128714684397, -6.223341893905762e-07, -0.008531400101192757, 7.294631385340479e-05, -1.9993033363378316, -0.500001006054281, 42505000000, 
-0.02095515029810164, -0.001530644550100375, -0.0431407390002679, -3.87920716894638e-07, -0.00783080832068321, 4.953776174932517e-05, -1.9993732092883874, -0.5000010079948017, 42605000000, 
-0.056352026335182166, 0.0320710346560236, -0.04800202999292434, 5.204614691351085e-07, -0.007668949965298439, -6.786606660496768e-05, -1.99939061741736, -0.5000009917046475, 42705000000, 
-0.05529755062715047, 0.008834117685808631, -0.05055615425228388, 5.233279001391001e-07, -0.007713304635316243, -6.784743049600087e-05, -1.9993839508031155, -0.5000009893950884, 42805000000, 
-0.06700850955709661, 0.0077147483973727905, -0.05666496782554441, 5.243508596287434e-07, -0.008114419284101948, -6.461964082335132e-05, -1.9993440529817577, -0.5000009854495655, 42905000000, 
-0.05612970927522912, -0.013023835622515365, -0.056142134025935195, -1.5356232920461704e-08, -0.008337261374459077, 1.8418797529252246e-06, -1.999321291493548, -0.5000009924954205, 43005000000, 
-0.05190723161246455, -0.022416098655338976, -0.054176520853751756, -6.186428227401638e-07, -0.008355022561409279, 7.404442276404991e-05, -1.9993190128906242, -0.5000010050810386, 43105000000, 
-0.04588274102067085, 0.002843404855040054, -0.050635721704713636, -2.9227537801016094e-07, -0.008156510200053512, 3.58333859508008e-05, -1.999338823402802, -0.5000010020201694, 43205000000, 
-0.05676864126472176, 0.04092461242800413, -0.05271971472174993, 8.840803913374767e-07, -0.008149496506738806, -0.00010848282352246326, -1.9993390717933766, -0.5000009767905645, 43305000000, 
-0.05968784858670818, 0.014837905495776281, -0.05512414584499125, 9.402011888120842e-07, -0.008293447486606808, -0.00011336675011573015, -1.9993248829934447, -0.5000009686171671, 43405000000, 
-0.0627935285775686, -0.02535807187845766, -0.0577917573807495, -1.1075381678334043e-07, -0.008547432116548969, 1.2957554417882566e-05, -1.9993001549786682, -0.5000009838090295, 43505000000, 
-0.06363447065001769, 0.01912145086043713, -0.05973803616156689, 4.926201876637388e-07, -0.008807932522539183, -5.592915095604348e-05, -1.9992723617041512, -0.500000968097307, 43605000000, 
-0.024543480838641215, 0.011403571301207168, -0.04570884806471537, 5.982968388975139e-07, -0.008158584626159801, -7.333341091776219e-05, -1.9993379088922834, -0.5000009578383341, 43705000000, 
-0.07773983888227814, 0.02804129227651395, -0.05787953380035584, 1.1310599563752712e-06, -0.008438301520923633, -0.00013403881735805389, -1.9993084367215945, -0.5000009373476587, 43805000000, 
-0.05927954693457197, -0.016382271215871345, -0.058099440847253166, 2.403394959152871e-07, -0.008652607647531929, -2.7776539247545976e-05, -1.9992869876919563, -0.5000009465730365, 43905000000, 
-0.04653728972535838, -0.018027241739389247, -0.05327068809452042, -3.736753915249051e-07, -0.0085062077645225, 4.392972777874319e-05, -1.999302419872231, -0.500000954837931, 44005000000, 
-0.08972010492694005, -0.009754477795040463, -0.06713513742633744, -5.444700977411261e-07, -0.009206527631864917, 5.913957134681794e-05, -1.999230684822859, -0.50000096045344, 44105000000, 
-0.05892185361147528, 0.01165440604906715, -0.0635745022122635, 5.555781140066437e-08, -0.009481760604788652, -5.859440426349253e-06, -1.9992061494647904, -0.5000009517108008, 44205000000, 
-0.07675643529810455, 0.015906456212759372, -0.06834249006770082, 6.1713072819995e-07, -0.009878011038139903, -6.247520131503719e-05, -1.9991620253904188, -0.5000009410916603, 44305000000, 
-0.045364508471316886, 0.008444994540662411, -0.05902268881391669, 6.784473840137575e-07, -0.009599437296789809, -7.067574515442068e-05, -1.9991895836107538, -0.5000009328148163, 44405000000, 
-0.03331690747550642, -0.005564105131889194, -0.04866895605950022, 1.9601434454083207e-07, -0.008806234404932396, -2.2258588123777844e-05, -1.9992689698541355, -0.5000009331021289, 44505000000, 
-0.06371652307545499, 0.0052382834532222824, -0.05097146766007687, 7.203232346787769e-07, -0.022789672384809202, -3.160744141100155e-05, -1.9977738886761178, -0.50000100314254, 45091000000, 
-0.051212656811813764, -0.005652293605301785, -0.049790126867699014, -5.096261180346551e-07, -0.016445773771699854, 3.0988272434564785e-05, -1.996536249023304, -0.5000011076688223, 45121000000, 
-0.07591729889033902, 0.015260153560407427, -0.057097506099308706, -0.00026607977901279217, 0.01387692767716869, -0.019174257098029383, -1.9888799740646828, -0.49998289837248233, 45216000000, 
-0.044430832436958084, -0.0044651666223511815, -0.04984967430915167, -0.0012137129454327118, 0.04485194329478572, -0.027060431639621116, -1.9799168314600564, -0.49999927253705456, 45316000000, 
-0.0038849276122063098, 0.004915527431801712, -0.030579189527217915, -0.0018180066213004764, 0.0645326938439984, -0.028171869373612903, -1.9712927137509346, -0.500057586727659, 45416000000, 
-0.02326988297708614, -0.04584802560749931, -0.026824728901758587, -0.002339136711816305, 0.07722162680199693, -0.030291212561657864, -1.9621702411609712, -0.5001543778793628, 45516000000, 
-0.03210062760434451, 0.016488515659414272, -0.028312316077933625, -0.002576904614058439, 0.08412481950129223, -0.030631918491294423, -1.9528164941696506, -0.5002868098185909, 45641000000, 
0.09061847058290726, 0.016273636717728655, 0.018367429979970134, -0.0032395301682582155, 0.09122268996606658, -0.0355123288894821, -1.943687112601282, -0.5004621853445461, 45721000000, 
-0.07822456547340656, -0.031167928979066322, -0.01902392473579045, -0.004158250875586383, 0.09401417451855214, -0.0442300418727372, -1.9337632582389934, -0.5006895779178671, 45816000000, 
-0.06294445434427846, -0.0008861788899487085, -0.035948654903079594, -0.004635074632489183, 0.09388294911273581, -0.0493707821952134, -1.9238041021207655, -0.5009637159939196, 45916000000, 
-0.04536062530402439, -0.011919341002182718, -0.039391612537126794, -0.005127238626419907, 0.0938407610536452, -0.05463764966152459, -1.913815709824793, -0.5012923876840196, 46016000000, 
-0.0468332314532159, 0.0069522637272935, -0.04207469328521163, -0.005411385491587916, 0.09337841921736155, -0.057951136214798915, -1.9038481673567607, -0.5016735582944588, 46121000000, 
